 , , , , 
4833.5,4799,4801,4827,4848.5
5965.5,5988.5,6006.5,5592.5,5585.5
5907,5969.5,5965.5,6008.5,6002.5
6131.5,6453,6930,7474,7698
6136.5,6554,6868.5,7343,7549.5
6223.5,6421.5,6935.5,7392.5,7564
6055,6420,6930,7538.5,7829.5
6122.5,6517.5,7117,7614,7816
