 , , , , 
43156,43117.5,43047.5,43430,42764.5
41927.6,42990.75,44042.7,43320.25,42260.4
43675.45,46239.7,43897.7,45024.6,43797.65
45648.5,45787.5,45313.5,45625,44955
46362,45898.5,45161.5,46148,46378
46676.5,45747.5,46224.5,46708,44466
45102.5,45360.5,45053,44289,44684
45711,46015.5,46100.5,45611.5,45219
